Date_Time;Store;Product;Quantity;Unit_Price;Unit_Cost;Unit_Profit;Total_Price
01/10/2022 08:53;store6;p45;6;204.54;71.15;133.39;1227.24
01/10/2022 08:57;store6;p15;1;407.36;186.41;220.95;407.36
01/10/2022 08:10;store6;p3;5;269.33;105.20;164.13;1346.63
01/10/2022 08:28;store6;p27;5;187.69;63.16;124.53;938.47
01/10/2022 08:36;store6;p33;7;40.89;26.71;14.17;286.21
01/10/2022 08:04;store6;p12;8;110.77;44.56;66.22;886.18
01/10/2022 08:55;store6;p33;8;40.89;26.71;14.17;327.10
01/10/2022 08:11;store6;p13;5;117.80;66.89;50.91;589.02
01/10/2022 08:35;store6;p26;8;74.17;25.89;48.28;593.37
01/10/2022 08:19;store6;p3;7;269.33;105.20;164.13;1885.28
01/10/2022 08:05;store6;p40;7;11.55;8.53;3.03;80.88
01/10/2022 08:57;store6;p14;9;240.01;114.72;125.28;2160.06
01/10/2022 08:38;store6;p14;9;240.01;114.72;125.28;2160.06
01/10/2022 08:11;store6;p36;3;248.18;139.33;108.85;744.54
01/10/2022 08:12;store6;p8;3;478.84;320.48;158.37;1436.52
01/10/2022 08:37;store6;p41;7;28.20;20.49;7.72;197.43
01/10/2022 08:29;store6;p29;8;238.17;109.49;128.68;1905.37
01/10/2022 08:40;store6;p17;5;189.09;143.92;45.16;945.43
01/10/2022 08:13;store6;p34;8;444.85;293.93;150.92;3558.82
01/10/2022 08:04;store6;p14;3;240.01;114.72;125.28;720.02
01/10/2022 08:28;store6;p31;7;222.95;137.75;85.19;1560.63
01/10/2022 08:28;store6;p2;7;414.34;211.85;202.49;2900.36
01/10/2022 08:40;store6;p39;5;163.85;106.11;57.74;819.27
01/10/2022 08:05;store6;p35;2;470.54;346.16;124.38;941.09
01/10/2022 08:32;store6;p0;6;327.01;201.20;125.82;1962.08
01/10/2022 08:08;store6;p24;7;331.02;186.23;144.79;2317.11
01/10/2022 08:06;store6;p42;5;227.21;137.97;89.25;1136.07
01/10/2022 08:37;store6;p36;1;248.18;139.33;108.85;248.18
01/10/2022 08:16;store6;p33;1;40.89;26.71;14.17;40.89
01/10/2022 08:19;store6;p10;4;227.62;79.60;148.02;910.49
01/10/2022 08:50;store6;p49;8;130.63;44.82;85.81;1045.07
01/10/2022 08:17;store6;p10;3;227.62;79.60;148.02;682.87
01/10/2022 08:46;store6;p48;6;346.45;119.18;227.27;2078.69
01/10/2022 08:46;store6;p28;3;152.52;77.90;74.62;457.56
01/10/2022 08:27;store6;p22;9;328.86;164.07;164.78;2959.70
01/10/2022 08:36;store6;p24;2;331.02;186.23;144.79;662.03
01/10/2022 08:18;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 08:46;store6;p38;3;299.96;155.56;144.40;899.88
01/10/2022 08:15;store6;p20;8;229.70;101.21;128.49;1837.59
01/10/2022 08:05;store6;p46;2;116.80;51.52;65.28;233.60
01/10/2022 08:55;store6;p28;5;152.52;77.90;74.62;762.59
01/10/2022 08:02;store6;p49;3;130.63;44.82;85.81;391.90
01/10/2022 08:05;store6;p3;5;269.33;105.20;164.13;1346.63
01/10/2022 08:25;store6;p4;7;24.21;9.24;14.96;169.45
01/10/2022 08:00;store6;p26;2;74.17;25.89;48.28;148.34
01/10/2022 08:41;store6;p0;9;327.01;201.20;125.82;2943.12
01/10/2022 08:34;store6;p18;3;476.74;211.84;264.90;1430.22
01/10/2022 08:06;store6;p27;1;187.69;63.16;124.53;187.69
01/10/2022 08:19;store6;p19;5;219.53;101.11;118.43;1097.67
01/10/2022 08:35;store6;p2;1;414.34;211.85;202.49;414.34
01/10/2022 08:29;store6;p17;3;189.09;143.92;45.16;567.26
01/10/2022 08:43;store6;p11;5;328.13;112.63;215.50;1640.66
01/10/2022 08:34;store6;p24;4;331.02;186.23;144.79;1324.06
01/10/2022 08:02;store6;p1;3;174.76;101.24;73.52;524.27
01/10/2022 08:51;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 08:12;store6;p48;8;346.45;119.18;227.27;2771.58
01/10/2022 08:44;store6;p4;5;24.21;9.24;14.96;121.04
01/10/2022 08:20;store6;p41;6;28.20;20.49;7.72;169.23
01/10/2022 08:40;store6;p17;6;189.09;143.92;45.16;1134.52
01/10/2022 08:50;store6;p40;2;11.55;8.53;3.03;23.11
01/10/2022 08:01;store6;p18;7;476.74;211.84;264.90;3337.19
01/10/2022 08:38;store6;p30;7;199.67;81.62;118.05;1397.69
01/10/2022 08:53;store6;p24;3;331.02;186.23;144.79;993.05
01/10/2022 08:24;store6;p38;3;299.96;155.56;144.40;899.88
01/10/2022 08:05;store6;p32;5;38.32;15.21;23.10;191.58
01/10/2022 08:09;store6;p21;1;457.76;185.00;272.76;457.76
01/10/2022 08:36;store6;p29;9;238.17;109.49;128.68;2143.54
01/10/2022 08:24;store6;p28;9;152.52;77.90;74.62;1372.67
01/10/2022 08:48;store6;p28;9;152.52;77.90;74.62;1372.67
01/10/2022 08:35;store6;p17;3;189.09;143.92;45.16;567.26
01/10/2022 08:07;store6;p41;7;28.20;20.49;7.72;197.43
01/10/2022 08:53;store6;p38;7;299.96;155.56;144.40;2099.73
01/10/2022 08:43;store6;p23;4;271.24;103.13;168.11;1084.95
01/10/2022 08:14;store6;p8;6;478.84;320.48;158.37;2873.05
01/10/2022 08:39;store6;p11;7;328.13;112.63;215.50;2296.92
01/10/2022 08:25;store6;p44;9;158.44;72.40;86.04;1425.96
01/10/2022 08:24;store6;p41;2;28.20;20.49;7.72;56.41
01/10/2022 08:20;store6;p32;9;38.32;15.21;23.10;344.85
01/10/2022 08:20;store6;p2;2;414.34;211.85;202.49;828.67
01/10/2022 08:39;store6;p38;3;299.96;155.56;144.40;899.88
01/10/2022 08:11;store6;p45;2;204.54;71.15;133.39;409.08
01/10/2022 08:14;store6;p1;3;174.76;101.24;73.52;524.27
01/10/2022 08:43;store6;p16;3;342.49;140.32;202.17;1027.47
01/10/2022 08:42;store6;p10;5;227.62;79.60;148.02;1138.11
01/10/2022 08:42;store6;p19;9;219.53;101.11;118.43;1975.81
01/10/2022 08:16;store6;p24;6;331.02;186.23;144.79;1986.10
01/10/2022 08:41;store6;p49;7;130.63;44.82;85.81;914.43
01/10/2022 08:47;store6;p29;9;238.17;109.49;128.68;2143.54
01/10/2022 08:26;store6;p46;5;116.80;51.52;65.28;584.01
01/10/2022 08:44;store6;p17;8;189.09;143.92;45.16;1512.69
01/10/2022 08:54;store6;p5;2;114.85;40.65;74.19;229.69
01/10/2022 08:50;store6;p30;7;199.67;81.62;118.05;1397.69
01/10/2022 08:51;store6;p25;1;168.06;104.11;63.95;168.06
01/10/2022 08:27;store6;p8;9;478.84;320.48;158.37;4309.57
01/10/2022 08:47;store6;p33;8;40.89;26.71;14.17;327.10
01/10/2022 08:35;store6;p43;9;201.99;121.93;80.06;1817.92
01/10/2022 08:28;store6;p49;9;130.63;44.82;85.81;1175.70
01/10/2022 08:41;store6;p2;2;414.34;211.85;202.49;828.67
01/10/2022 08:09;store6;p3;1;269.33;105.20;164.13;269.33
01/10/2022 08:53;store6;p11;9;328.13;112.63;215.50;2953.18
01/10/2022 08:35;store6;p14;3;240.01;114.72;125.28;720.02
01/10/2022 08:25;store6;p22;3;328.86;164.07;164.78;986.57
01/10/2022 08:27;store6;p49;9;130.63;44.82;85.81;1175.70
01/10/2022 08:33;store6;p33;5;40.89;26.71;14.17;204.44
01/10/2022 08:49;store6;p7;6;269.22;137.00;132.22;1615.29
01/10/2022 08:29;store6;p25;3;168.06;104.11;63.95;504.19
01/10/2022 08:09;store6;p37;7;181.43;117.00;64.43;1270.04
01/10/2022 08:42;store6;p38;1;299.96;155.56;144.40;299.96
01/10/2022 08:00;store6;p24;1;331.02;186.23;144.79;331.02
01/10/2022 08:36;store6;p25;8;168.06;104.11;63.95;1344.49
01/10/2022 08:31;store6;p45;1;204.54;71.15;133.39;204.54
01/10/2022 08:38;store6;p40;1;11.55;8.53;3.03;11.55
01/10/2022 08:01;store6;p16;5;342.49;140.32;202.17;1712.45
01/10/2022 08:24;store6;p18;6;476.74;211.84;264.90;2860.44
01/10/2022 08:49;store6;p21;9;457.76;185.00;272.76;4119.88
01/10/2022 08:45;store6;p4;2;24.21;9.24;14.96;48.41
01/10/2022 08:02;store6;p14;9;240.01;114.72;125.28;2160.06
01/10/2022 08:25;store6;p12;4;110.77;44.56;66.22;443.09
01/10/2022 08:46;store6;p35;2;470.54;346.16;124.38;941.09
01/10/2022 08:28;store6;p30;7;199.67;81.62;118.05;1397.69
01/10/2022 08:00;store6;p22;5;328.86;164.07;164.78;1644.28
01/10/2022 08:43;store6;p28;1;152.52;77.90;74.62;152.52
01/10/2022 08:12;store6;p8;9;478.84;320.48;158.37;4309.57
01/10/2022 08:57;store6;p7;2;269.22;137.00;132.22;538.43
01/10/2022 08:04;store6;p3;4;269.33;105.20;164.13;1077.30
01/10/2022 08:08;store6;p19;4;219.53;101.11;118.43;878.14
01/10/2022 08:24;store6;p0;8;327.01;201.20;125.82;2616.11
01/10/2022 08:26;store6;p18;1;476.74;211.84;264.90;476.74
01/10/2022 08:40;store6;p5;3;114.85;40.65;74.19;344.54
01/10/2022 08:21;store6;p13;5;117.80;66.89;50.91;589.02
01/10/2022 08:07;store6;p30;8;199.67;81.62;118.05;1597.36
01/10/2022 08:34;store6;p12;8;110.77;44.56;66.22;886.18
01/10/2022 08:20;store6;p21;3;457.76;185.00;272.76;1373.29
01/10/2022 08:06;store6;p17;7;189.09;143.92;45.16;1323.60
01/10/2022 08:34;store6;p6;7;183.24;68.39;114.85;1282.69
01/10/2022 08:07;store6;p44;4;158.44;72.40;86.04;633.76
01/10/2022 08:50;store6;p18;3;476.74;211.84;264.90;1430.22
01/10/2022 08:17;store6;p34;5;444.85;293.93;150.92;2224.26
01/10/2022 08:09;store6;p49;1;130.63;44.82;85.81;130.63
01/10/2022 08:35;store6;p46;6;116.80;51.52;65.28;700.81
01/10/2022 08:56;store6;p4;6;24.21;9.24;14.96;145.24
01/10/2022 08:35;store6;p7;2;269.22;137.00;132.22;538.43
01/10/2022 08:31;store6;p22;7;328.86;164.07;164.78;2301.99
01/10/2022 08:08;store6;p43;9;201.99;121.93;80.06;1817.92
01/10/2022 08:03;store6;p42;9;227.21;137.97;89.25;2044.92
01/10/2022 08:00;store6;p8;3;478.84;320.48;158.37;1436.52
01/10/2022 08:16;store6;p8;6;478.84;320.48;158.37;2873.05
01/10/2022 08:12;store6;p16;7;342.49;140.32;202.17;2397.43
01/10/2022 08:53;store6;p14;7;240.01;114.72;125.28;1680.05
01/10/2022 08:53;store6;p1;4;174.76;101.24;73.52;699.02
01/10/2022 08:32;store6;p45;6;204.54;71.15;133.39;1227.24
01/10/2022 08:54;store6;p13;1;117.80;66.89;50.91;117.80
01/10/2022 08:33;store6;p36;1;248.18;139.33;108.85;248.18
01/10/2022 08:23;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 08:12;store6;p17;7;189.09;143.92;45.16;1323.60
01/10/2022 08:31;store6;p30;4;199.67;81.62;118.05;798.68
01/10/2022 08:56;store6;p20;4;229.70;101.21;128.49;918.79
01/10/2022 08:49;store6;p28;5;152.52;77.90;74.62;762.59
01/10/2022 08:39;store6;p25;3;168.06;104.11;63.95;504.19
01/10/2022 08:13;store6;p19;3;219.53;101.11;118.43;658.60
01/10/2022 08:26;store6;p15;6;407.36;186.41;220.95;2444.15
01/10/2022 08:22;store6;p2;1;414.34;211.85;202.49;414.34
01/10/2022 08:02;store6;p39;6;163.85;106.11;57.74;983.12
01/10/2022 08:39;store6;p21;1;457.76;185.00;272.76;457.76
01/10/2022 08:32;store6;p28;4;152.52;77.90;74.62;610.08
01/10/2022 08:43;store6;p21;9;457.76;185.00;272.76;4119.88
01/10/2022 08:22;store6;p49;3;130.63;44.82;85.81;391.90
01/10/2022 08:51;store6;p6;2;183.24;68.39;114.85;366.48
01/10/2022 08:34;store6;p19;7;219.53;101.11;118.43;1536.74
01/10/2022 08:30;store6;p27;2;187.69;63.16;124.53;375.39
01/10/2022 08:51;store6;p38;7;299.96;155.56;144.40;2099.73
01/10/2022 08:15;store6;p31;5;222.95;137.75;85.19;1114.73
01/10/2022 08:00;store6;p36;7;248.18;139.33;108.85;1737.25
01/10/2022 08:31;store6;p43;1;201.99;121.93;80.06;201.99
01/10/2022 08:02;store6;p47;5;310.13;235.03;75.10;1550.67
01/10/2022 08:20;store6;p1;2;174.76;101.24;73.52;349.51
01/10/2022 08:29;store6;p12;4;110.77;44.56;66.22;443.09
01/10/2022 08:53;store6;p44;4;158.44;72.40;86.04;633.76
01/10/2022 08:25;store6;p0;9;327.01;201.20;125.82;2943.12
01/10/2022 08:22;store6;p7;7;269.22;137.00;132.22;1884.51
01/10/2022 08:24;store6;p49;6;130.63;44.82;85.81;783.80
01/10/2022 08:03;store6;p24;9;331.02;186.23;144.79;2979.14
01/10/2022 08:07;store6;p23;3;271.24;103.13;168.11;813.71
01/10/2022 08:07;store6;p20;6;229.70;101.21;128.49;1378.19
01/10/2022 08:57;store6;p17;1;189.09;143.92;45.16;189.09
01/10/2022 08:18;store6;p11;4;328.13;112.63;215.50;1312.53
01/10/2022 08:08;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 08:33;store6;p20;1;229.70;101.21;128.49;229.70
01/10/2022 08:15;store6;p18;8;476.74;211.84;264.90;3813.93
01/10/2022 08:26;store6;p41;2;28.20;20.49;7.72;56.41
01/10/2022 08:13;store6;p46;9;116.80;51.52;65.28;1051.21
01/10/2022 08:49;store6;p22;9;328.86;164.07;164.78;2959.70
01/10/2022 08:19;store6;p3;7;269.33;105.20;164.13;1885.28
01/10/2022 08:42;store6;p36;1;248.18;139.33;108.85;248.18
01/10/2022 08:31;store6;p48;8;346.45;119.18;227.27;2771.58
01/10/2022 08:31;store6;p41;8;28.20;20.49;7.72;225.63
01/10/2022 08:43;store6;p46;8;116.80;51.52;65.28;934.41
01/10/2022 08:13;store6;p31;3;222.95;137.75;85.19;668.84
01/10/2022 08:23;store6;p13;7;117.80;66.89;50.91;824.63
01/10/2022 08:06;store6;p13;8;117.80;66.89;50.91;942.43
01/10/2022 08:07;store6;p14;4;240.01;114.72;125.28;960.03
01/10/2022 08:43;store6;p35;9;470.54;346.16;124.38;4234.90
01/10/2022 08:06;store6;p29;4;238.17;109.49;128.68;952.68
01/10/2022 08:05;store6;p28;8;152.52;77.90;74.62;1220.15
01/10/2022 08:45;store6;p33;8;40.89;26.71;14.17;327.10
01/10/2022 08:49;store6;p19;5;219.53;101.11;118.43;1097.67
01/10/2022 08:15;store6;p4;3;24.21;9.24;14.96;72.62
01/10/2022 08:21;store6;p12;2;110.77;44.56;66.22;221.54
01/10/2022 08:38;store6;p12;8;110.77;44.56;66.22;886.18
01/10/2022 08:18;store6;p32;4;38.32;15.21;23.10;153.27
01/10/2022 08:00;store6;p45;7;204.54;71.15;133.39;1431.78
01/10/2022 08:04;store6;p9;3;89.05;42.28;46.77;267.15
01/10/2022 08:27;store6;p25;2;168.06;104.11;63.95;336.12
01/10/2022 08:42;store6;p43;2;201.99;121.93;80.06;403.98
01/10/2022 08:40;store6;p4;5;24.21;9.24;14.96;121.04
01/10/2022 08:28;store6;p12;6;110.77;44.56;66.22;664.63
01/10/2022 08:46;store6;p39;3;163.85;106.11;57.74;491.56
01/10/2022 08:09;store6;p0;3;327.01;201.20;125.82;981.04
01/10/2022 08:07;store6;p9;7;89.05;42.28;46.77;623.34
01/10/2022 08:31;store6;p35;9;470.54;346.16;124.38;4234.90
01/10/2022 08:57;store6;p39;2;163.85;106.11;57.74;327.71
01/10/2022 08:19;store6;p28;7;152.52;77.90;74.62;1067.63
01/10/2022 08:29;store6;p17;2;189.09;143.92;45.16;378.17
01/10/2022 08:28;store6;p15;1;407.36;186.41;220.95;407.36
01/10/2022 08:19;store6;p8;2;478.84;320.48;158.37;957.68
01/10/2022 08:29;store6;p3;6;269.33;105.20;164.13;1615.95
01/10/2022 08:51;store6;p33;9;40.89;26.71;14.17;367.98
01/10/2022 08:39;store6;p39;4;163.85;106.11;57.74;655.41
01/10/2022 08:18;store6;p22;1;328.86;164.07;164.78;328.86
01/10/2022 08:01;store6;p44;4;158.44;72.40;86.04;633.76
01/10/2022 08:37;store6;p7;3;269.22;137.00;132.22;807.65
01/10/2022 08:22;store6;p24;2;331.02;186.23;144.79;662.03
01/10/2022 08:22;store6;p9;4;89.05;42.28;46.77;356.19
01/10/2022 08:56;store6;p39;1;163.85;106.11;57.74;163.85
01/10/2022 08:57;store6;p33;6;40.89;26.71;14.17;245.32
01/10/2022 08:00;store6;p29;2;238.17;109.49;128.68;476.34
01/10/2022 08:57;store6;p7;5;269.22;137.00;132.22;1346.08
01/10/2022 08:53;store6;p35;4;470.54;346.16;124.38;1882.18
01/10/2022 08:18;store6;p10;5;227.62;79.60;148.02;1138.11
01/10/2022 08:36;store6;p4;4;24.21;9.24;14.96;96.83
01/10/2022 08:41;store6;p5;8;114.85;40.65;74.19;918.76
01/10/2022 08:00;store6;p18;1;476.74;211.84;264.90;476.74
01/10/2022 08:14;store6;p48;1;346.45;119.18;227.27;346.45
01/10/2022 08:16;store6;p31;5;222.95;137.75;85.19;1114.73
01/10/2022 08:47;store6;p9;1;89.05;42.28;46.77;89.05
01/10/2022 08:34;store6;p35;2;470.54;346.16;124.38;941.09
01/10/2022 08:46;store6;p36;5;248.18;139.33;108.85;1240.90
01/10/2022 08:42;store6;p11;5;328.13;112.63;215.50;1640.66
01/10/2022 08:02;store6;p28;7;152.52;77.90;74.62;1067.63
01/10/2022 08:56;store6;p14;2;240.01;114.72;125.28;480.01
01/10/2022 08:35;store6;p30;9;199.67;81.62;118.05;1797.03
01/10/2022 08:06;store6;p8;9;478.84;320.48;158.37;4309.57
01/10/2022 08:05;store6;p35;1;470.54;346.16;124.38;470.54
01/10/2022 08:13;store6;p18;1;476.74;211.84;264.90;476.74
01/10/2022 08:07;store6;p18;2;476.74;211.84;264.90;953.48
01/10/2022 08:52;store6;p25;5;168.06;104.11;63.95;840.31
01/10/2022 08:52;store6;p33;1;40.89;26.71;14.17;40.89
01/10/2022 08:05;store6;p25;8;168.06;104.11;63.95;1344.49
01/10/2022 08:25;store6;p47;8;310.13;235.03;75.10;2481.08
01/10/2022 08:08;store6;p2;3;414.34;211.85;202.49;1243.01
01/10/2022 08:49;store6;p24;1;331.02;186.23;144.79;331.02
01/10/2022 08:47;store6;p19;2;219.53;101.11;118.43;439.07
01/10/2022 08:46;store6;p20;6;229.70;101.21;128.49;1378.19
01/10/2022 08:03;store6;p41;3;28.20;20.49;7.72;84.61
01/10/2022 08:38;store6;p10;8;227.62;79.60;148.02;1820.98
01/10/2022 08:54;store6;p12;5;110.77;44.56;66.22;553.86
01/10/2022 08:23;store6;p40;7;11.55;8.53;3.03;80.88
01/10/2022 08:41;store6;p6;4;183.24;68.39;114.85;732.96
01/10/2022 08:37;store6;p33;2;40.89;26.71;14.17;81.77
01/10/2022 08:39;store6;p38;1;299.96;155.56;144.40;299.96
01/10/2022 08:44;store6;p9;1;89.05;42.28;46.77;89.05
01/10/2022 08:21;store6;p26;1;74.17;25.89;48.28;74.17
01/10/2022 08:33;store6;p4;4;24.21;9.24;14.96;96.83
01/10/2022 08:20;store6;p36;4;248.18;139.33;108.85;992.72
01/10/2022 08:13;store6;p36;3;248.18;139.33;108.85;744.54
01/10/2022 08:41;store6;p17;3;189.09;143.92;45.16;567.26
01/10/2022 08:14;store6;p15;7;407.36;186.41;220.95;2851.51
01/10/2022 08:36;store6;p13;4;117.80;66.89;50.91;471.21
01/10/2022 08:45;store6;p15;5;407.36;186.41;220.95;2036.79
01/10/2022 08:39;store6;p48;4;346.45;119.18;227.27;1385.79
01/10/2022 08:16;store6;p16;7;342.49;140.32;202.17;2397.43
01/10/2022 08:46;store6;p26;7;74.17;25.89;48.28;519.20
01/10/2022 08:20;store6;p42;4;227.21;137.97;89.25;908.85
01/10/2022 08:49;store6;p48;3;346.45;119.18;227.27;1039.34
01/10/2022 08:40;store6;p47;8;310.13;235.03;75.10;2481.08
01/10/2022 08:56;store6;p26;2;74.17;25.89;48.28;148.34
01/10/2022 08:48;store6;p7;3;269.22;137.00;132.22;807.65
01/10/2022 08:33;store6;p22;3;328.86;164.07;164.78;986.57
01/10/2022 08:25;store6;p11;9;328.13;112.63;215.50;2953.18
01/10/2022 08:03;store6;p1;2;174.76;101.24;73.52;349.51
01/10/2022 08:19;store6;p16;1;342.49;140.32;202.17;342.49
01/10/2022 08:58;store6;p6;4;183.24;68.39;114.85;732.96
01/10/2022 08:42;store6;p3;6;269.33;105.20;164.13;1615.95
01/10/2022 08:51;store6;p14;8;240.01;114.72;125.28;1920.05
01/10/2022 08:27;store6;p45;9;204.54;71.15;133.39;1840.86
01/10/2022 08:08;store6;p10;6;227.62;79.60;148.02;1365.74
01/10/2022 08:53;store6;p6;4;183.24;68.39;114.85;732.96
01/10/2022 08:32;store6;p6;1;183.24;68.39;114.85;183.24
01/10/2022 08:53;store6;p18;3;476.74;211.84;264.90;1430.22
01/10/2022 08:34;store6;p47;6;310.13;235.03;75.10;1860.81
01/10/2022 08:02;store6;p13;4;117.80;66.89;50.91;471.21
01/10/2022 08:30;store6;p13;8;117.80;66.89;50.91;942.43
01/10/2022 08:11;store6;p32;1;38.32;15.21;23.10;38.32
01/10/2022 08:24;store6;p6;1;183.24;68.39;114.85;183.24
01/10/2022 08:14;store6;p37;4;181.43;117.00;64.43;725.74
01/10/2022 08:17;store6;p45;6;204.54;71.15;133.39;1227.24
01/10/2022 08:22;store6;p32;9;38.32;15.21;23.10;344.85
01/10/2022 08:39;store6;p15;3;407.36;186.41;220.95;1222.07
01/10/2022 08:15;store6;p49;7;130.63;44.82;85.81;914.43
01/10/2022 08:47;store6;p43;1;201.99;121.93;80.06;201.99
01/10/2022 08:21;store6;p25;7;168.06;104.11;63.95;1176.43
01/10/2022 08:22;store6;p35;9;470.54;346.16;124.38;4234.90
01/10/2022 08:33;store6;p39;1;163.85;106.11;57.74;163.85
01/10/2022 08:08;store6;p30;1;199.67;81.62;118.05;199.67
01/10/2022 08:06;store6;p30;6;199.67;81.62;118.05;1198.02
